"name","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","reviews_per_month","days_as_host","city"
"Comfortable in Amsterdam centre","2014-12-04","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",4,1,3,158,4,22,0,12,0,0,4.92,4.83,4.67,5,5,4.83,4.67,"f",1,0.14,2549,"Amsterdam"
"Entire apartment, Cosy bedroom, bathroom, balcony","2017-04-23","N/A",NA,0,"f",0,0,"t","t","Entire home/apt",2,2,1,102,2,1125,0,2,0,0,5,5,5,5,5,5,5,"f",1,0.09,1678,"Amsterdam"
"Spacious Central Cosy Apartment With Rooftop","2018-03-03","within a few hours",100,20,"f",2,2,"t","t","Private room",2,1,1,165,1,1125,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",2,NA,1364,"Amsterdam"
"Studio Bosboom","2018-06-14","within an hour",100,100,"f",1,1,"t","t","Entire home/apt",2,1,2,140,3,30,62,135,3,1,4.97,4.98,4.98,5,4.98,4.97,4.81,"t",1,3.49,1261,"Amsterdam"
"Seas of Light/Vondelpark penthouse","2015-04-13","N/A",NA,60,"t",1,1,"t","t","Entire home/apt",3,2,2,115,3,30,0,27,1,0,4.7,4.89,4.67,5,4.7,4.85,4.52,"f",1,0.4,2419,"Amsterdam"
"Luxurious and cosy apartment","2012-12-20","within a few hours",100,80,"t",1,1,"t","t","Entire home/apt",4,2,2,165,2,1125,0,41,3,0,4.98,4.98,4.88,4.97,5,4.85,4.74,"f",1,0.49,3263,"Amsterdam"
"Cannabis Friendly (G) Freeland Studio 11","2021-06-08","within an hour",98,100,"f",19,19,"t","t","Private room",2,NA,1,99,2,1125,14,3,3,3,3.67,3,3.33,3.67,3.33,4.33,3,"t",19,3,171,"Amsterdam"
"Peaceful home in a central Amsterdam neighborhood","2019-09-11","within a day",90,33,"f",0,0,"t","t","Entire home/apt",3,2,3,120,2,1125,34,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,807,"Amsterdam"
"Clean cozy 1 p canalview room + bath & free bike ❤","2019-11-06","within an hour",100,100,"t",0,0,"t","t","Private room",1,1,1,79,1,1125,182,16,6,5,5,5,4.94,5,5,5,4.94,"t",1,0.67,751,"Amsterdam"
"Historic home, 50m2 B&B, private, garden, center!","2015-11-20","within an hour",100,95,"t",2,2,"t","f","Private room",2,1,2,145,3,30,232,59,0,0,4.88,4.98,4.97,5,5,4.8,4.68,"t",1,0.96,2198,"Amsterdam"
"3rd/4th floor apartment near the Foodhallen","2011-05-22","within a few hours",100,52,"f",6,6,"t","t","Entire home/apt",2,1,1,175,1,1125,106,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",6,NA,3841,"Amsterdam"
"Sophisticated apartment in the heart of Amsterdam!","2019-12-03","within an hour",100,100,"f",1,1,"t","t","Entire home/apt",4,1,1,310,2,31,283,9,4,2,4.89,5,4.89,5,5,5,4.33,"t",1,0.4,724,"Amsterdam"
"3 Bedroom Apartment with Patio in Center - New","2019-06-13","within an hour",100,100,"f",7,7,"t","t","Entire home/apt",6,3,6,283,3,365,35,3,0,0,5,4.33,4.67,5,5,5,5,"f",7,0.11,897,"Amsterdam"
"Modern apartment very well located","2012-07-04","within an hour",100,100,"t",3,3,"t","f","Entire home/apt",4,2,2,110,2,30,10,6,1,0,4.83,4.5,4.83,4.83,4.83,4.67,4.67,"t",2,0.24,3432,"Amsterdam"
"4prs- NEW! Spacious and bright loft in city centre","2014-04-16","within an hour",100,47,"f",2,2,"t","f","Entire home/apt",4,2,2,399,2,14,215,14,3,2,4.77,4.85,4.69,5,5,4.85,4.62,"f",1,0.55,2781,"Amsterdam"
"Modern Studio. Flexible check in-out.","2016-08-29","within a day",60,50,"f",0,0,"t","t","Entire home/apt",2,1,1,100,7,1125,10,20,1,0,4.8,4.87,4.8,4.93,5,4.53,4.47,"f",1,0.51,1915,"Amsterdam"
"Loft Apartment, Independent near museums,central","2015-08-19","within an hour",100,100,"f",2,2,"t","f","Entire home/apt",4,1,3,129,5,90,30,2,0,0,4.5,4.5,5,4.5,4,5,4,"f",1,0.05,2291,"Amsterdam"
"Cozy Apartment with Private Garden","2013-03-01","within a day",100,60,"t",1,1,"t","t","Entire home/apt",2,1,1,135,5,1125,11,25,0,0,4.96,4.96,4.92,4.96,5,4.8,4.8,"f",1,0.9,3192,"Amsterdam"
"Cozy 1 BD, centre of Amsterdam","2013-09-07","within a few hours",100,0,"f",1,1,"t","t","Entire home/apt",2,1,2,120,15,30,0,25,0,0,4.85,4.79,5,5,4.95,4.95,4.85,"f",1,0.32,3002,"Amsterdam"
"Kamer in nieuwbouwhuis in Amsterdam","2015-03-13","within a few hours",100,79,"f",3,3,"t","t","Private room",1,1,1,30,1,1125,0,12,1,0,4.92,5,4.92,4.83,4.92,4.83,4.75,"f",2,0.38,2450,"Amsterdam"
"Artistic nest in De Pijp","2015-06-14","N/A",NA,100,"f",0,0,"t","t","Entire home/apt",5,2,3,175,2,5,0,1,0,0,5,5,4,5,5,5,5,"f",1,0.07,2357,"Amsterdam"
"Cannabis Friendly (D)  Freeland Studio 12","2021-06-08","within an hour",98,100,"f",19,19,"t","t","Private room",4,NA,3,186,2,1125,21,8,8,1,4.88,5,4.38,4.75,4.38,4.5,4.5,"t",19,2,171,"Amsterdam"
"Apartment with a Big Garden, direct tram to Center","2014-10-17","N/A",NA,100,"f",0,0,"t","t","Entire home/apt",4,1,2,89,2,1125,0,14,1,0,4.85,4.85,4.62,4.77,4.62,4.62,4.54,"f",1,0.51,2597,"Amsterdam"
"Modern two bedroom appartment","2012-07-16","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",3,2,2,149,3,60,0,30,0,0,4.76,4.9,4.79,4.72,4.93,4.75,4.68,"f",1,0.39,3420,"Amsterdam"
"Hermitage museum boat with amstel river vieuw","2018-06-10","within an hour",100,100,"t",2,2,"t","t","Entire home/apt",6,3,5,218,3,30,0,15,2,0,4.93,4.8,4.73,4.87,4.87,5,4.67,"t",3,0.43,1265,"Amsterdam"
"Beautiful apartment in City Centre (Jordaan)","2014-06-06","N/A",NA,100,"t",1,1,"t","t","Entire home/apt",2,1,1,102,2,14,0,23,2,0,4.96,4.96,4.96,4.96,4.96,5,4.74,"f",1,0.55,2730,"Amsterdam"
"Luxury, Design, Garden, Vondelpark & Free Bikes!","2014-04-22","within a few hours",100,75,"t",1,1,"t","f","Entire home/apt",2,1,1,134,2,1125,1,2,2,1,5,5,5,5,5,5,5,"f",1,0.9,2775,"Amsterdam"
"Stylish and Cozy with Lovely Garden in Zuid.","2012-10-02","within a few hours",100,60,"f",0,0,"t","t","Entire home/apt",4,2,2,95,6,30,1,4,0,0,5,4.5,4.5,4.5,5,5,4.5,"f",1,0.15,3342,"Amsterdam"
"Romantic Boathouse inclusive hot tub","2015-07-03","within an hour",100,96,"f",1,1,"t","t","Private room",2,1,1,149,2,20,328,135,26,2,4.76,4.79,4.75,4.93,4.96,4.73,4.48,"f",1,3.02,2338,"Amsterdam"
"Peaceful house in a fantastic area","2014-08-05","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",2,1,1,119,5,18,307,13,0,0,4.92,4.83,4.75,4.92,5,5,4.83,"f",1,0.26,2670,"Amsterdam"
"Quiet Garden View Room & Super Fast WiFi","2008-09-24","within an hour",100,100,"t",1,1,"t","t","Private room",2,1,2,59,3,28,33,282,4,2,4.89,4.93,5,4.98,4.98,4.68,4.81,"t",1,2.83,4811,"Amsterdam"
"4 Bedroom Apartment Amsterdam Center - New","2019-06-13","within an hour",100,100,"f",7,7,"t","t","Entire home/apt",7,4,7,389,3,365,36,6,2,1,5,5,5,5,5,4.67,4.5,"f",7,3.4,897,"Amsterdam"
"House of Arts | City Centre Apartment","2021-09-09","within an hour",100,100,"f",0,0,"t","t","Entire home/apt",4,2,2,332,1,365,353,11,11,8,4.91,4.82,4.45,4.91,5,4.91,4.73,"t",1,11,78,"Amsterdam"
"Cosy family house in a quiet neigbourhood.","2016-01-26","a few days or more",0,0,"f",1,1,"t","t","Entire home/apt",4,3,3,175,4,14,0,12,0,0,4.67,4.75,4.08,4.67,5,4.92,4.5,"f",1,0.22,2131,"Amsterdam"
"Luxurious apt canal view with spacious roof terace","2012-11-18","within a day",90,40,"f",3,3,"t","t","Entire home/apt",4,2,2,490,2,1125,0,14,4,0,5,5,4.93,4.93,5,5,4.64,"f",1,0.46,3295,"Amsterdam"
"b&b einstein was here amsterdam grachtengordel","2019-01-09","within a few hours",100,0,"t",3,3,"t","t","Private room",4,2,2,330,2,1125,171,2,0,0,5,5,5,5,5,5,5,"f",3,0.08,1052,"Amsterdam"
"Beautiful light apartment with sunny balcony.","2015-10-14","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",4,2,2,225,2,1125,0,32,0,0,4.84,4.97,4.66,4.94,5,4.81,4.58,"f",1,0.67,2235,"Amsterdam"
"city center - garden view","2020-03-28","N/A",NA,NA,"t",0,0,"t","t","Private room",2,1,1,105,2,1125,147,4,4,3,5,5,5,5,5,5,4.75,"t",4,4,608,"Amsterdam"
"Lovely canal apartment in the heart of Amsterdam","2015-04-19","within a few hours",100,75,"f",1,1,"t","t","Entire home/apt",2,1,1,117,2,1125,3,16,4,0,5,5,4.94,4.94,4.88,4.81,4.56,"f",1,0.47,2413,"Amsterdam"
"Big sunny room - Amsterdam","2012-08-30","within a few hours",100,100,"t",1,1,"t","f","Private room",1,1,1,42,30,1125,187,16,1,1,5,5,4.8,4.93,5,4.53,4.73,"f",1,0.25,3375,"Amsterdam"
"HISTORISCH WOONSCHIP TJALK (1908)","2014-12-01","within a day",100,75,"t",1,1,"t","f","Entire home/apt",4,3,4,119,3,14,127,34,4,0,4.91,4.87,4.58,4.97,4.97,4.81,4.69,"f",1,0.44,2552,"Amsterdam"
"Eco-Conscious WOW Room - private garden, bathtub & super king bed","2020-08-20","within an hour",99,100,"t",0,0,"t","t","Private room",2,1,1,206,1,365,294,8,4,0,4.5,4.5,4.88,4.13,4.63,4.63,4.13,"t",4,0.57,463,"Amsterdam"
"Karakteristiek huis midden in Amsterdam centrum.","2014-05-27","within a day",50,100,"f",0,0,"t","t","Entire home/apt",2,1,1,118,2,1125,0,1,1,0,4,4,5,5,5,5,4,"f",1,0.34,2740,"Amsterdam"
"RedLight District Private Smokers Friendly Studio","2018-10-22","within an hour",100,100,"t",2,2,"t","t","Private room",2,1,1,97,1,7,282,2,2,0,5,5,5,5,5,5,5,"t",2,0.82,1131,"Amsterdam"
"Quiet room for one person in Amsterdam (north)","2013-01-31","N/A",NA,NA,"f",2,2,"t","t","Private room",1,1,1,125,3,1125,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,3221,"Amsterdam"
"A room in the Rembrandtpark","2015-12-01","N/A",NA,NA,"t",0,0,"t","t","Private room",2,1,1,80,1,1125,0,2,0,0,5,5,4.5,5,5,4.5,4.5,"f",2,0.08,2187,"Amsterdam"
"Lovely 50m2 flat on the Amsterdam canals + balcony","2013-11-15","within a few hours",100,40,"f",0,0,"t","t","Entire home/apt",2,1,1,140,1,1125,0,1,1,0,5,5,5,5,5,5,5,"f",1,0.41,2933,"Amsterdam"
"Bright & Spacious Apartment Overlooking the Water","2014-08-03","within an hour",100,88,"f",0,0,"t","t","Entire home/apt",2,1,2,210,2,2,0,4,4,1,5,5,4.75,4.75,5,5,5,"f",1,1.17,2672,"Amsterdam"
"Large and cosy house on the water: free Parking","2014-10-25","within a few hours",100,100,"f",0,0,"t","t","Entire home/apt",3,2,2,236,3,28,0,1,1,0,4,5,3,5,5,4,4,"t",1,0.34,2589,"Amsterdam"
"Marnix Design: Downtown Dream (1)","2016-04-22","within an hour",100,95,"f",5,5,"t","t","Entire home/apt",7,2,5,319,3,365,319,183,16,3,4.4,4.59,4.52,4.44,4.5,4.76,4.12,"f",5,2.83,2044,"Amsterdam"
"Condo met uitzicht op rivier dichtbij het centrum","2013-04-10","within a few hours",100,73,"f",0,0,"t","t","Entire home/apt",2,1,1,95,2,2,9,5,5,3,5,5,4.8,5,5,5,5,"f",1,2.78,3152,"Amsterdam"
"Lovely central district apartment","2013-01-30","N/A",NA,NA,"t",2,2,"t","f","Private room",2,1,1,100,3,180,227,99,8,3,4.89,4.92,4.96,4.97,4.95,4.94,4.79,"t",2,1.63,3222,"Amsterdam"
"2. Secret Suite, Amsterdam’s best-kept secret","2014-09-27","N/A",NA,NA,"f",5,5,"t","t","Private room",2,1,NA,980,1,1125,347,2,2,1,5,5,5,5,5,5,4.5,"t",3,1.3,2617,"Amsterdam"
"houseboat with superview","2013-02-10","within a few hours",100,100,"t",1,1,"t","t","Entire home/apt",4,2,2,190,2,180,42,67,7,6,4.86,4.91,4.77,4.95,4.94,4.86,4.69,"f",1,1.06,3211,"Amsterdam"
"Central apartment Amsterdam incl beautiful garden","2016-05-01","N/A",NA,50,"f",0,0,"t","f","Entire home/apt",2,1,1,100,1,1125,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,2035,"Amsterdam"
"Cute and cosy ground floor well designed flat","2013-11-05","N/A",NA,14,"f",1,1,"t","t","Entire home/apt",2,1,NA,51,7,34,77,1,0,0,0,NA,NA,NA,NA,NA,NA,"f",1,0.04,2943,"Amsterdam"
"Spacious family apartment + garden","2012-02-01","N/A",NA,0,"f",1,1,"t","t","Entire home/apt",4,4,4,143,3,30,0,11,0,0,4.82,4.82,5,4.73,4.91,4.36,4.36,"f",1,0.14,3586,"Amsterdam"
"Lovely studio apartment, near to the city center","2020-07-22","N/A",NA,NA,"f",0,0,"t","t","Entire home/apt",3,NA,1,99,2,8,37,3,3,1,5,5,5,5,5,4.67,5,"f",1,3,492,"Amsterdam"
"Big appartement in vibrant neighbourhood","2012-07-17","N/A",NA,NA,"f",3,3,"t","t","Entire home/apt",2,1,1,150,4,1125,0,4,0,0,5,5,4.5,5,5,4.25,4.75,"f",1,0.14,3419,"Amsterdam"
"Light, fresh & modern apartment in Amsterdam city","2014-07-02","N/A",NA,NA,"f",0,0,"t","t","Entire home/apt",2,1,NA,175,1,30,131,1,1,1,5,5,5,5,5,5,4,"f",1,1,2704,"Amsterdam"
"the Boathouse bed&bike A'dam centre","2012-11-08","within a day",93,90,"t",0,0,"t","t","Private room",2,1,1,118,3,31,306,414,5,0,4.61,4.51,4.61,4.76,4.77,4.93,4.53,"f",2,3.92,3305,"Amsterdam"
"Spacious appt perfect for family's (max 4 adults)","2013-08-22","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",4,3,4,200,5,21,250,22,0,0,4.91,4.9,4.9,4.95,4.91,4.64,4.73,"f",1,0.25,3018,"Amsterdam"
"Homely appartment with cosy garden","2011-10-28","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",3,2,2,179,3,10,0,54,0,0,4.87,4.89,4.91,4.92,4.87,4.53,4.68,"f",1,0.71,3682,"Amsterdam"
"3-room apartment with canal view","2014-05-05","N/A",NA,NA,"f",2,2,"t","t","Entire home/apt",4,2,2,206,2,3,0,6,0,0,5,5,4.83,5,5,4.83,4.67,"f",1,0.22,2762,"Amsterdam"
"Willem de Kooning apartment garden view","2013-10-07","within a day",90,86,"f",9,9,"t","t","Entire home/apt",2,1,1,197,7,1125,337,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",9,NA,2972,"Amsterdam"
"City Center but quiet - Apartement with Water view","2012-11-09","within a day",86,17,"f",1,1,"t","t","Entire home/apt",2,1,1,156,2,1125,317,5,0,0,4.75,4.75,3.5,5,5,4.75,4.5,"f",1,0.07,3304,"Amsterdam"
"Private room in a modern apartment near city beach","2015-01-21","within an hour",100,89,"f",1,1,"t","t","Private room",1,1,1,49,1,31,18,76,3,3,4.92,4.99,4.99,4.92,4.97,4.73,4.83,"f",1,1.44,2501,"Amsterdam"
"PRIVATE apartment in Canal House, Jordaan, Center","2018-10-18","within an hour",100,100,"t",2,2,"t","t","Private room",2,1,2,115,3,1125,107,21,4,3,4.95,4.9,5,5,4.95,4.95,4.81,"t",2,1.4,1135,"Amsterdam"
"Kid-friendly home with garden in Rivierenbuurt","2014-01-14","within an hour",100,100,"f",1,1,"t","t","Entire home/apt",4,2,4,50,2,1125,0,14,0,0,4.93,4.93,4.79,4.93,4.93,4.86,4.71,"t",1,0.36,2873,"Amsterdam"
"Colorful Appartment next to ferry in Noord","2014-10-05","within a day",60,0,"f",3,3,"t","t","Private room",2,1,1,49,2,30,211,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",2,NA,2609,"Amsterdam"
"urban city apartment, Amsterdam","2012-11-17","N/A",NA,NA,"t",1,1,"t","t","Entire home/apt",2,1,NA,153,2,6,0,66,0,0,4.97,4.98,4.97,4.98,4.98,4.97,4.77,"f",1,0.93,3296,"Amsterdam"
"Bright and Spacious appartment in Amsterdam","2018-02-06","N/A",NA,67,"f",0,0,"t","t","Entire home/apt",2,1,1,140,2,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,NA,1389,"Amsterdam"
"(A) Cannabis Friendly - The LUX PENTHOUSE -420","2018-03-13","within an hour",97,99,"f",22,22,"t","t","Entire home/apt",4,2,2,400,7,1125,41,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",22,NA,1354,"Amsterdam"
"Suite in Canalhouse in the heart of the center","2011-09-09","within an hour",100,100,"f",2,2,"t","f","Private room",2,1,1,265,2,760,346,12,2,2,5,5,5,5,5,5,4.55,"f",1,0.47,3731,"Amsterdam"
"Private getaway Citycentre Adam","2012-03-11","within an hour",100,44,"t",0,0,"t","t","Private room",2,1,1,87,2,15,33,57,1,0,4.82,4.85,4.95,4.96,4.95,4.64,4.64,"f",1,0.62,3547,"Amsterdam"
"Great spacious family home in Bos&Lommer (West)","2013-09-09","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",4,4,3,95,7,30,0,2,0,0,5,5,4.5,5,5,4.5,5,"f",1,0.07,3000,"Amsterdam"
"House, Amsterdam, Amstelstation","2015-10-19","within an hour",100,100,"f",1,1,"t","t","Entire home/apt",4,2,4,150,2,1125,185,73,5,0,4.79,4.77,4.93,4.97,4.93,4.57,4.61,"t",1,1.01,2230,"Amsterdam"
"Unique canal apartment Amsterdam","2016-11-14","within a day",90,77,"f",1,1,"t","t","Entire home/apt",2,1,1,295,3,365,358,3,3,0,5,5,5,5,5,5,5,"f",2,1.25,1838,"Amsterdam"
"Amsterdam City Schip Vrouwe Johanna","2012-12-12","within a few hours",100,100,"t",0,0,"t","t","Entire home/apt",12,3,7,532,2,1125,56,2,2,2,5,5,4.5,5,5,5,4.5,"f",2,2,3271,"Amsterdam"
"Big family house @ industrial wharf area Amsterdam","2013-06-10","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",5,4,NA,120,3,1125,0,11,0,0,4.8,4.8,4.8,5,5,4.56,4.44,"f",1,0.21,3091,"Amsterdam"
"Jordaan: Complete house w. garden and roof terrace","2013-07-03","within a day",100,50,"f",1,1,"t","t","Entire home/apt",4,2,2,380,3,14,95,7,0,0,4.83,5,4.5,4.83,4.83,5,4.67,"f",1,0.27,3068,"Amsterdam"
"Peaceful Spacious 1 bed apartment","2015-01-11","within an hour",100,100,"f",1,1,"t","t","Entire home/apt",2,1,1,555,3,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",2,NA,2511,"Amsterdam"
"Charming apartment with garden in De Pijp","2012-05-23","within a day",100,50,"f",1,1,"t","t","Entire home/apt",2,1,1,210,3,20,19,4,1,1,5,5,5,4.5,5,5,4.25,"f",1,0.18,3474,"Amsterdam"
"Amsterdam City Center Private rooms","2012-03-15","within an hour",100,50,"f",1,1,"t","t","Private room",2,1,1,72,2,28,0,5,0,0,4.5,4.5,4.75,4.75,5,4.25,4.5,"f",1,0.08,3543,"Amsterdam"
"Light and newly renovated in the most vibrant area","2014-08-26","within a few hours",100,67,"f",1,1,"t","t","Entire home/apt",2,1,1,160,5,1125,8,2,1,0,5,5,5,5,5,5,4.5,"t",1,0.13,2649,"Amsterdam"
"Lovely family home in Central Amsterdam","2013-05-23","within a few hours",100,33,"f",1,1,"t","f","Entire home/apt",4,4,4,263,2,14,111,37,1,0,4.89,4.91,4.46,4.89,4.94,4.94,4.69,"f",1,0.36,3109,"Amsterdam"
"Cozy apartment in Oud-west","2019-09-22","within an hour",88,73,"f",0,0,"t","f","Entire home/apt",4,2,2,100,2,10,9,3,3,0,4.67,4.33,4.33,5,5,4.33,4.67,"f",1,1.01,796,"Amsterdam"
"Full ground floor, 2 rooms, patio & private bath","2016-12-16","N/A",NA,NA,"f",1,1,"t","t","Private room",4,1,2,176,3,1125,129,32,3,2,4.55,4.61,4.42,4.84,4.9,4.84,4.35,"f",1,0.57,1806,"Amsterdam"
"Modern apartment for couples.","2012-02-16","within an hour",100,99,"f",4,4,"t","t","Entire home/apt",2,NA,1,106,3,1125,168,173,10,2,4.45,4.74,4.61,4.72,4.48,4.69,4.36,"t",3,2.25,3571,"Amsterdam"
"Houseboat Trijntje, Prinsengracht, Amsterdam,","2015-08-27","within an hour",100,99,"f",2,2,"t","t","Entire home/apt",2,1,1,245,2,1125,0,224,23,4,4.92,4.93,4.93,4.97,4.96,4.98,4.7,"f",2,3.25,2283,"Amsterdam"
"Beautiful, Design Apartment at great location!!!","2016-02-16","N/A",NA,NA,"f",2,2,"t","t","Entire home/apt",4,2,2,150,3,1125,0,2,0,0,5,5,5,5,5,5,4,"t",1,0.06,2110,"Amsterdam"
"Family house on shores Amsterdam IJ","2012-07-24","within a few hours",71,67,"f",2,2,"t","t","Entire home/apt",6,4,8,239,5,14,58,14,0,0,4.79,4.93,4.93,4.86,5,4.86,4.79,"t",1,0.23,3412,"Amsterdam"
"The Muyssonette - Jordaan area!","2015-02-12","N/A",NA,NA,"t",1,1,"t","t","Private room",2,1,1,139,2,1125,0,71,0,0,4.99,4.99,4.97,4.96,4.99,4.96,4.87,"t",1,2.04,2479,"Amsterdam"
"Waterfront designer home with free parking","2012-03-13","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",4,4,6,195,4,21,0,10,0,0,4.7,4.8,4.9,4.1,4.4,4.8,4.3,"f",1,0.25,3545,"Amsterdam"
"3 floor town house in friendly neighbourhood","2020-01-30","within an hour",100,82,"f",0,0,"t","f","Entire home/apt",4,3,3,115,3,9,99,7,5,0,4.86,4.86,4.29,5,5,4.43,4.57,"f",1,1.12,666,"Amsterdam"
"Small Double Room | Max Brown Museum Square Hotel","2020-09-25","within an hour",100,100,"t",0,0,"t","t","Private room",2,1,1,124,1,365,33,6,6,1,4.83,5,4.83,5,4.67,5,4.83,"t",6,1.09,427,"Amsterdam"
"Light & Lofty Townhouse, in 'de Pijp'","2015-12-14","within an hour",100,100,"t",2,2,"t","t","Entire home/apt",4,NA,4,330,2,1125,145,79,7,2,4.84,4.9,4.53,4.97,4.97,4.91,4.65,"f",1,1.15,2174,"Amsterdam"
"Comfortable and spacious apartment","2010-07-24","within an hour",100,67,"f",1,1,"t","f","Entire home/apt",4,2,2,200,2,1125,2,38,0,0,5,4.97,4.97,4.95,4.97,4.74,4.68,"f",1,0.69,4143,"Amsterdam"
"Beautiful Canal Apartment","2014-01-03","within an hour",100,100,"f",1,1,"t","t","Private room",3,NA,2,91,2,1125,202,258,50,7,4.79,4.86,4.78,4.95,4.92,5,4.65,"t",1,3.41,2884,"Amsterdam"
"Twenty 5 Room 1","2021-03-10","within an hour",95,98,"f",5,5,"t","t","Private room",2,NA,1,110,1,1125,256,12,12,1,4.67,4.67,4.5,5,4.5,5,4.5,"t",5,1.67,261,"Amsterdam"
"Happy Day's","2015-09-14","within an hour",100,99,"f",35,35,"t","f","Entire home/apt",3,1,1,82,3,1125,87,91,14,1,4.51,4.77,4.42,4.78,4.79,4.88,4.45,"t",4,1.37,2265,"Amsterdam"
"Cannabis Friendly (G) Freeland Studio 7","2021-06-08","within an hour",98,100,"f",19,19,"t","t","Entire home/apt",2,NA,NA,99,2,365,6,8,8,1,4.63,4.88,4.5,5,5,4.75,4.5,"t",19,1.8,171,"Amsterdam"
"Gezellig huisje op het erf van een bio boerderij.","2021-09-15","within an hour",100,100,"f",0,0,"t","t","Entire home/apt",4,1,NA,200,2,365,360,2,2,2,5,5,5,5,5,5,5,"t",2,2,72,"Amsterdam"
"Amsterdam East: Family home +parking spot","2016-04-24","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",4,2,2,232,14,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,2042,"Amsterdam"
"Historical Property overlooking Canal of Princes","2016-07-12","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",8,5,6,700,7,21,0,18,0,0,4.94,5,5,5,5,5,4.72,"f",1,0.52,1963,"Amsterdam"
"Modern, bright & trendy apartment","2015-08-28","within a few hours",100,75,"f",2,2,"t","f","Entire home/apt",2,1,1,121,2,14,0,13,0,0,4.77,4.85,4.85,5,4.85,4.31,4.54,"f",2,0.26,2282,"Amsterdam"
"Loft Leidsegracht - Private studio + Roof terrace!","2013-10-23","within an hour",100,98,"f",2,2,"t","t","Entire home/apt",2,1,1,153,2,180,300,149,69,7,4.79,4.85,4.68,4.95,4.91,4.93,4.63,"t",2,6.96,2956,"Amsterdam"
"Nice family home with garden!","2016-07-11","within an hour",100,89,"f",1,1,"t","f","Entire home/apt",4,2,3,175,2,7,0,47,5,1,4.79,4.73,4.74,4.91,4.96,4.49,4.31,"f",1,0.91,1964,"Amsterdam"
"Luxurious, spacious apartment with roofterrace","2016-05-29","within a day",56,0,"f",1,1,"t","f","Entire home/apt",4,2,2,300,4,365,38,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,2007,"Amsterdam"
"Romantic suite in Jordaan near CS (room 1)","2015-12-16","within an hour",95,100,"f",0,0,"t","t","Private room",2,NA,1,126,2,1125,289,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,NA,2172,"Amsterdam"
"Cozy apartment close to the Jordaan/city centre.","2018-11-01","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",2,NA,1,110,2,1125,0,3,0,0,4.67,5,4.67,5,5,4.33,4.67,"f",1,0.08,1121,"Amsterdam"
"Private Room with Panoramic view in PenthouseTower","2014-06-03","within an hour",100,88,"t",1,1,"t","t","Private room",2,1,1,61,2,14,102,111,4,0,4.98,4.98,4.89,5,5,4.66,4.94,"f",1,2.23,2733,"Amsterdam"
"Studio - own entrance-15 min. metro to cntr","2016-09-11","within an hour",100,98,"t",1,1,"t","t","Private room",2,NA,1,69,2,60,36,36,23,7,4.89,4.86,4.97,4.94,5,4.57,4.83,"f",1,1.56,1902,"Amsterdam"
"Houseboat Studio Sooki with patio and free bikes","2017-06-30","within an hour",100,100,"f",1,1,"t","f","Private room",2,NA,1,98,2,21,222,6,5,1,5,5,5,4.67,5,4.5,5,"t",1,1.55,1610,"Amsterdam"
"Domus 15 the place in the heart of the Jordaan!","2015-04-30","within an hour",100,100,"t",1,1,"t","t","Private room",2,1,1,88,3,30,56,218,21,4,4.99,4.97,4.95,5,4.99,4.98,4.89,"t",1,3.93,2402,"Amsterdam"
"Knus appartement in de Rivierenbuurt","2016-04-20","within an hour",100,100,"f",1,1,"t","f","Entire home/apt",2,1,NA,160,6,30,364,1,0,0,5,5,5,5,5,5,4,"f",1,0.03,2046,"Amsterdam"
